2484	0.714017	0.000420
2485	0.727276	0.000412
2486	0.714566	0.000510
2487	0.715340	0.000432
2488	0.719789	0.000417
2489	0.902078	0.000253
2490	0.806936	0.000742
2491	0.811535	0.000624
2492	0.814460	0.000616
2493	0.810360	0.000627
2494	0.807419	0.001382
2495	0.856177	0.000307
2496	0.857477	0.000302
2497	0.858407	0.000329
2498	0.853110	0.000283
2502	0.737533	0.000473
2503	0.765290	0.000482
2504	0.783224	0.000305
2505	0.771030	0.000450
2507	0.887800	0.000361
2508	0.889042	0.000209
2509	0.770423	0.000267
2510	0.769815	0.000441
2511	0.819278	0.000499
2512	0.835474	0.000624
2513	0.748625	0.000348
2514	0.736117	0.000357
2515	0.773381	0.000346
2516	0.757928	0.000359
2517	0.835416	0.000417
2518	0.941726	0.000723
2519	0.931907	0.000785
2520	0.934700	0.000997
2521	0.874660	0.000599
2522	0.876268	0.000566
2523	0.882737	0.000908
2524	0.889313	0.000765
2525	0.888998	0.000731
2526	0.886794	0.001022
2527	0.639680	0.000569
2528	0.634990	0.000555
2529	0.935510	0.000911
2530	0.933631	0.001228
2531	0.927465	0.003021
2532	0.865520	0.000668
2533	0.866768	0.000563
2534	0.862453	0.000551
2535	0.867999	0.000801
2536	0.845378	0.000660
2537	0.854785	0.001070
2538	0.845952	0.000453
2540	0.829880	0.000452
2541	0.857827	0.000487
2542	0.598788	0.000551
2543	0.632625	0.001097
2544	0.588202	0.000404
2545	0.592087	0.000495
2547	0.962480	0.000660
2548	0.968649	0.000626
2549	0.877834	0.001066
2550	0.891263	0.001122
2551	0.938956	0.001395
2552	0.936590	0.000771
2553	0.937224	0.001151
2554	0.941182	0.000910
2555	0.939419	0.000846
2556	0.936305	0.000855
2557	0.935177	0.000998
2558	0.956312	0.000656
2559	0.958350	0.000717
2560	0.957628	0.000935
2561	0.965793	0.000664
2562	0.968111	0.000740
2563	0.964528	0.000914
2564	0.951741	0.000265
2565	0.952031	0.000241
2566	0.911900	0.000474
2567	0.980102	0.000316
2568	0.979849	0.000278
2570	0.950588	0.000289
2571	0.946432	0.000278
2575	0.948709	0.000261
2576	0.949426	0.000275
2577	0.899627	0.000298
2578	0.903152	0.000316
2579	0.905615	0.000315
2580	0.900814	0.000356
2581	0.979890	0.000241
2582	0.980141	0.000229
2583	0.948904	0.000464
2584	0.944800	0.000292
2585	0.951003	0.000265
2586	0.951862	0.000267
2587	0.951472	0.000259
2588	0.952204	0.000286
2589	0.951376	0.000262
2590	0.907784	0.000292
2591	0.907717	0.000286
2592	0.910132	0.000282
2593	0.913918	0.000281
2594	0.916320	0.000406
2595	0.913665	0.000280
2596	0.980145	0.000235
2597	0.979853	0.000229
2598	0.980104	0.000230
2599	0.958246	0.000258
