2861	0.958323	0.000602
2862	0.964034	0.000566
2863	0.976006	0.000471
2864	0.977696	0.000425
2865	0.979517	0.000435
2866	0.992940	0.000304
2867	0.927482	0.000857
2868	0.923117	0.000868
2869	0.930048	0.000875
2870	0.980345	0.000399
2872	0.876026	0.001282
2873	0.873051	0.001256
2874	0.866733	0.001304
2875	0.949967	0.000742
2876	0.945357	0.000688
2877	0.943042	0.000716
2878	0.990871	0.000315
2879	0.971443	0.000484
2880	0.970097	0.000497
2881	0.908154	0.000811
2882	0.907357	0.000834
2883	0.977732	0.000425
2884	0.863446	0.000931
3085	0.666600	0.001214
3086	0.646263	0.001213
3087	0.957449	0.000605
3088	0.957729	0.000558
3089	0.799990	0.001011
3090	0.826536	0.001216
3091	0.808813	0.001049
3092	0.933300	0.000520
3093	0.936845	0.000608
3094	0.929477	0.000544
3095	0.929379	0.000754
3096	0.824835	0.000864
3097	0.820659	0.000888
3098	0.906709	0.000589
3099	0.903911	0.000678
3100	0.797567	0.001013
3101	0.643345	0.001213
